subscriber_id,record_opening_time,record_closing_time,cc_total_octets_bytes,cc_input_octets_bytes,cc_output_octets_bytes,load_date
SUB_AB78EE11,2026-05-17 11:10:00,2026-05-17 12:53:00,114646253,105488858,9157395,2026-05-17 05:04:50
SUB_BC5A4471,2026-05-19 22:51:00,2026-05-19 22:56:00,77186773,71634348,5552425,2026-05-17 05:04:50
SUB_E4A395F7,2026-05-17 15:45:00,2026-05-17 17:27:00,39357191,38337352,1019839,2026-05-17 05:04:50
SUB_31D3D7A4,2026-05-19 20:04:00,2026-05-19 20:13:00,63982877,59374642,4608235,2026-05-17 05:04:50
SUB_79C7CC4C,2026-05-21 19:27:00,2026-05-21 20:09:00,92565334,91511998,1053336,2026-05-17 05:04:50
SUB_E4A395F7,2026-05-19 10:45:00,2026-05-19 12:43:00,47830843,38277305,9553538,2026-05-17 05:04:50
SUB_7351513A,2026-05-17 02:41:00,2026-05-17 03:36:00,78045294,73765690,4279604,2026-05-17 05:04:50
SUB_718397CA,2026-05-22 13:36:00,2026-05-22 15:20:00,19903550,17419904,2483646,2026-05-17 05:04:50
SUB_E4A395F7,2026-05-21 21:57:00,2026-05-21 23:30:00,116489061,112158770,4330291,2026-05-17 05:04:50
SUB_C93B82A3,2026-05-22 12:46:00,2026-05-22 15:02:00,75274111,72374843,2899268,2026-05-17 05:04:50
SUB_C21209C3,2026-05-21 01:22:00,2026-05-21 03:42:00,9634632,979932,8654700,2026-05-17 05:04:50
SUB_5D28F217,2026-05-16 18:57:00,2026-05-16 19:55:00,16795551,16588953,206598,2026-05-17 05:04:50
SUB_777B0717,2026-05-17 00:07:00,2026-05-17 02:43:00,10944244,3585023,7359221,2026-05-17 05:04:50
SUB_D7791E4A,2026-05-22 14:31:00,2026-05-22 16:16:00,46112554,44938800,1173754,2026-05-17 05:04:50
SUB_6EDA1624,2026-05-19 14:05:00,2026-05-19 16:48:00,19871891,15313584,4558307,2026-05-17 05:04:50
SUB_8BA13E23,2026-05-17 20:53:00,2026-05-17 21:14:00,21969258,14995216,6974042,2026-05-17 05:04:50
SUB_6FE9302A,2026-05-16 21:16:00,2026-05-16 22:28:00,93804912,83901018,9903894,2026-05-17 05:04:50
SUB_5AC236BE,2026-05-20 07:20:00,2026-05-20 10:00:00,105838406,103961657,1876749,2026-05-17 05:04:50
SUB_D2A0814D,2026-05-17 13:15:00,2026-05-17 13:25:00,104458247,98398602,6059645,2026-05-17 05:04:50
SUB_31D3D7A4,2026-05-20 03:59:00,2026-05-20 04:46:00,30711626,27486045,3225581,2026-05-17 05:04:50
SUB_ED407866,2026-05-22 04:16:00,2026-05-22 06:34:00,78847598,76141520,2706078,2026-05-17 05:04:50
SUB_F9C262ED,2026-05-16 14:01:00,2026-05-16 16:03:00,17590346,14624291,2966055,2026-05-17 05:04:50
SUB_3A16BB29,2026-05-21 06:16:00,2026-05-21 08:40:00,78337616,78324144,13472,2026-05-17 05:04:50
SUB_6331C875,2026-05-17 09:54:00,2026-05-17 10:02:00,74365237,69747427,4617810,2026-05-17 05:04:50
SUB_B7AC9740,2026-05-18 19:09:00,2026-05-18 20:45:00,97879386,91818834,6060552,2026-05-17 05:04:50
SUB_C4916B35,2026-05-19 03:27:00,2026-05-19 04:51:00,41537371,34949496,6587875,2026-05-17 05:04:50
SUB_86C7538C,2026-05-16 16:21:00,2026-05-16 16:44:00,16433100,8121805,8311295,2026-05-17 05:04:50
SUB_5D28F217,2026-05-22 21:21:00,2026-05-22 21:38:00,10445112,1116127,9328985,2026-05-17 05:04:50
SUB_7834CF45,2026-05-16 20:35:00,2026-05-16 22:59:00,85136166,78908702,6227464,2026-05-17 05:04:50
SUB_6FE9302A,2026-05-20 13:42:00,2026-05-20 14:29:00,46801883,39278347,7523536,2026-05-17 05:04:50
SUB_8BA13E23,2026-05-17 19:25:00,2026-05-17 19:28:00,33495399,32494696,1000703,2026-05-17 05:04:50
SUB_105653E3,2026-05-21 00:21:00,2026-05-21 00:47:00,64833756,60350749,4483007,2026-05-17 05:04:50
SUB_C2DA0D2F,2026-05-22 23:44:00,2026-05-23 01:57:00,100845654,96524288,4321366,2026-05-17 05:04:50
SUB_18E3D83F,2026-05-22 11:31:00,2026-05-22 12:04:00,41889873,38451062,3438811,2026-05-17 05:04:50
SUB_D6F9BD6E,2026-05-22 18:38:00,2026-05-22 19:22:00,120756225,117548583,3207642,2026-05-17 05:04:50
SUB_79C7CC4C,2026-05-20 13:26:00,2026-05-20 14:32:00,52065664,49200836,2864828,2026-05-17 05:04:50
SUB_D52A65F4,2026-05-17 13:30:00,2026-05-17 14:40:00,93260562,90552866,2707696,2026-05-17 05:04:50
SUB_105653E3,2026-05-21 17:53:00,2026-05-21 18:01:00,56854015,52056314,4797701,2026-05-17 05:04:50
SUB_16D92688,2026-05-17 20:35:00,2026-05-17 23:00:00,8857064,888435,7968629,2026-05-17 05:04:50
SUB_A302D2B1,2026-05-16 19:15:00,2026-05-16 20:19:00,27765717,18436451,9329266,2026-05-17 05:04:50
SUB_2A4C73F5,2026-05-18 21:12:00,2026-05-18 21:13:00,17847227,14868753,2978474,2026-05-17 05:04:50
SUB_7834CF45,2026-05-20 08:56:00,2026-05-20 09:06:00,115241484,111816790,3424694,2026-05-17 05:04:50
SUB_21428928,2026-05-17 21:01:00,2026-05-17 23:54:00,70511896,65051773,5460123,2026-05-17 05:04:50
SUB_D6F9BD6E,2026-05-17 03:39:00,2026-05-17 06:10:00,109236940,101229776,8007164,2026-05-17 05:04:50
SUB_E34CBFAF,2026-05-23 10:14:00,2026-05-23 11:35:00,96899007,92653726,4245281,2026-05-17 05:04:50
SUB_D50EFA74,2026-05-21 22:07:00,2026-05-21 23:49:00,98537644,90982005,7555639,2026-05-17 05:04:50
SUB_3D53A8B1,2026-05-17 18:48:00,2026-05-17 20:21:00,36309408,34329245,1980163,2026-05-17 05:04:50
SUB_C4916B35,2026-05-18 08:30:00,2026-05-18 09:52:00,121996381,116316607,5679774,2026-05-17 05:04:50
SUB_2EBB92AF,2026-05-17 15:46:00,2026-05-17 16:10:00,67875776,67796248,79528,2026-05-17 05:04:50
SUB_0B36B93D,2026-05-20 00:13:00,2026-05-20 00:35:00,121663594,119012978,2650616,2026-05-17 05:04:50
SUB_777B0717,2026-05-19 08:33:00,2026-05-19 10:28:00,46352623,38119687,8232936,2026-05-17 05:04:50
SUB_D7791E4A,2026-05-18 18:33:00,2026-05-18 21:12:00,115336079,105452240,9883839,2026-05-17 05:04:50
SUB_908310A7,2026-05-21 05:26:00,2026-05-21 07:56:00,116945127,108732641,8212486,2026-05-17 05:04:50
SUB_A1B4C210,2026-05-23 04:32:00,2026-05-23 06:30:00,59722369,50024188,9698181,2026-05-17 05:04:50
SUB_5ED67281,2026-05-22 07:09:00,2026-05-22 10:01:00,19246535,17609930,1636605,2026-05-17 05:04:50
SUB_B286B60E,2026-05-18 18:42:00,2026-05-18 20:21:00,70981013,62483084,8497929,2026-05-17 05:04:50
SUB_46D9B92C,2026-05-17 15:36:00,2026-05-17 17:43:00,69439572,63101509,6338063,2026-05-17 05:04:50
SUB_718397CA,2026-05-20 06:13:00,2026-05-20 08:35:00,36905988,30541541,6364447,2026-05-17 05:04:50
SUB_23C6D19A,2026-05-19 18:17:00,2026-05-19 18:58:00,53240808,48861831,4378977,2026-05-17 05:04:50
SUB_B34492DF,2026-05-22 08:11:00,2026-05-22 11:00:00,57558157,56962350,595807,2026-05-17 05:04:50
SUB_20CC0E16,2026-05-22 01:55:00,2026-05-22 03:06:00,102567595,99387003,3180592,2026-05-17 05:04:50
SUB_5ED67281,2026-05-19 05:04:00,2026-05-19 06:41:00,103402070,99055874,4346196,2026-05-17 05:04:50
SUB_79C7CC4C,2026-05-18 03:21:00,2026-05-18 05:11:00,83718406,77380079,6338327,2026-05-17 05:04:50
SUB_AEB8067D,2026-05-22 11:54:00,2026-05-22 13:04:00,37211010,33594382,3616628,2026-05-17 05:04:50
SUB_C93B82A3,2026-05-18 23:07:00,2026-05-18 23:34:00,31327015,23080198,8246817,2026-05-17 05:04:50
SUB_C288C510,2026-05-19 21:14:00,2026-05-19 21:20:00,44076568,39974633,4101935,2026-05-17 05:04:50
SUB_6F6A5C0A,2026-05-23 01:50:00,2026-05-23 04:23:00,48141320,47101205,1040115,2026-05-17 05:04:50
SUB_277F8422,2026-05-22 16:27:00,2026-05-22 18:26:00,49004870,47403893,1600977,2026-05-17 05:04:50
SUB_D2A0814D,2026-05-23 07:38:00,2026-05-23 10:03:00,117969021,115582732,2386289,2026-05-17 05:04:50
SUB_C288C510,2026-05-16 11:12:00,2026-05-16 11:32:00,63731647,60982541,2749106,2026-05-17 05:04:50
SUB_2EBB92AF,2026-05-17 07:06:00,2026-05-17 09:28:00,21269372,14056842,7212530,2026-05-17 05:04:50
SUB_734C7E29,2026-05-19 11:50:00,2026-05-19 13:17:00,23988138,19818662,4169476,2026-05-17 05:04:50
SUB_F0B7E67A,2026-05-17 02:34:00,2026-05-17 03:51:00,52797232,47340809,5456423,2026-05-17 05:04:50
SUB_4FF7429D,2026-05-20 04:10:00,2026-05-20 05:39:00,44486243,34777367,9708876,2026-05-17 05:04:50
SUB_8BA13E23,2026-05-19 23:45:00,2026-05-20 01:23:00,94906978,89423849,5483129,2026-05-17 05:04:50
SUB_4FF7429D,2026-05-17 22:16:00,2026-05-17 23:29:00,10723947,7483905,3240042,2026-05-17 05:04:50
SUB_908310A7,2026-05-23 00:19:00,2026-05-23 01:34:00,50579780,47363645,3216135,2026-05-17 05:04:50
SUB_A302D2B1,2026-05-20 01:38:00,2026-05-20 03:38:00,121052936,112341550,8711386,2026-05-17 05:04:50
SUB_C744240F,2026-05-20 21:46:00,2026-05-20 22:56:00,93909390,93303167,606223,2026-05-17 05:04:50
SUB_6331C875,2026-05-18 00:09:00,2026-05-18 02:40:00,11117600,8272914,2844686,2026-05-17 05:04:50
SUB_2EBB92AF,2026-05-18 05:34:00,2026-05-18 07:44:00,71313568,70811157,502411,2026-05-17 05:04:50
SUB_2EBB92AF,2026-05-22 00:34:00,2026-05-22 03:22:00,114425481,113523517,901964,2026-05-17 05:04:50
SUB_AEB8067D,2026-05-21 12:42:00,2026-05-21 14:03:00,32546797,23239883,9306914,2026-05-17 05:04:50
SUB_A791FFC1,2026-05-19 23:10:00,2026-05-20 01:59:00,23255493,18281690,4973803,2026-05-17 05:04:50
SUB_6704A0B6,2026-05-23 10:50:00,2026-05-23 10:55:00,81249948,79883839,1366109,2026-05-17 05:04:50
SUB_2922DC01,2026-05-22 13:38:00,2026-05-22 15:00:00,29252067,23080119,6171948,2026-05-17 05:04:50
SUB_A791FFC1,2026-05-18 10:16:00,2026-05-18 13:02:00,39578515,35234782,4343733,2026-05-17 05:04:50
SUB_7218933C,2026-05-20 05:51:00,2026-05-20 08:48:00,37616210,34148482,3467728,2026-05-17 05:04:50
SUB_705A5661,2026-05-19 15:50:00,2026-05-19 16:38:00,101400507,91708713,9691794,2026-05-17 05:04:50
SUB_AEB8067D,2026-05-17 23:12:00,2026-05-18 02:07:00,59604937,52556259,7048678,2026-05-17 05:04:50
SUB_6704A0B6,2026-05-17 05:34:00,2026-05-17 06:45:00,120086838,119644173,442665,2026-05-17 05:04:50
SUB_3D53A8B1,2026-05-23 05:00:00,2026-05-23 05:36:00,18058557,11318854,6739703,2026-05-17 05:04:50
SUB_277F8422,2026-05-23 04:32:00,2026-05-23 05:20:00,28237191,21417119,6820072,2026-05-17 05:04:50
SUB_DBB8FA6E,2026-05-22 10:29:00,2026-05-22 12:24:00,73234838,66742997,6491841,2026-05-17 05:04:50
SUB_11633489,2026-05-20 14:59:00,2026-05-20 15:10:00,52045848,47087329,4958519,2026-05-17 05:04:50
SUB_F7AEB7C3,2026-05-18 02:19:00,2026-05-18 03:05:00,19202497,16254053,2948444,2026-05-17 05:04:50
SUB_2A4C73F5,2026-05-16 17:52:00,2026-05-16 19:24:00,102914872,93282288,9632584,2026-05-17 05:04:50
SUB_ED407866,2026-05-22 00:35:00,2026-05-22 01:41:00,67011042,63865957,3145085,2026-05-17 05:04:50
SUB_734C7E29,2026-05-19 23:50:00,2026-05-20 00:56:00,91710297,88434669,3275628,2026-05-17 05:04:50
SUB_138B3A1F,2026-05-20 04:21:00,2026-05-20 06:20:00,30869742,22472737,8397005,2026-05-17 05:04:50
SUB_5AC236BE,2026-05-21 08:34:00,2026-05-21 11:16:00,79991940,73275484,6716456,2026-05-17 05:04:50
SUB_20CC0E16,2026-05-16 12:11:00,2026-05-16 13:19:00,116336463,111098458,5238005,2026-05-17 05:04:50
SUB_6331C875,2026-05-16 22:05:00,2026-05-16 22:10:00,118005594,112800541,5205053,2026-05-17 05:04:50
SUB_6704A0B6,2026-05-21 00:13:00,2026-05-21 02:06:00,90659404,81688968,8970436,2026-05-17 05:04:50
SUB_EC2AC8D4,2026-05-16 22:22:00,2026-05-16 22:58:00,44340495,40567813,3772682,2026-05-17 05:04:50
SUB_339381EB,2026-05-17 21:03:00,2026-05-17 23:55:00,79091443,76181556,2909887,2026-05-17 05:04:50
SUB_7834CF45,2026-05-18 10:08:00,2026-05-18 10:59:00,109352086,105376272,3975814,2026-05-17 05:04:50
SUB_8DF944C3,2026-05-19 20:54:00,2026-05-19 21:26:00,90834327,87694708,3139619,2026-05-17 05:04:50
SUB_C21209C3,2026-05-22 23:30:00,2026-05-23 01:32:00,98657046,91524178,7132868,2026-05-17 05:04:50
SUB_A791FFC1,2026-05-17 02:07:00,2026-05-17 04:26:00,93652521,86684510,6968011,2026-05-17 05:04:50
SUB_E7D13122,2026-05-17 14:05:00,2026-05-17 14:12:00,113546661,112802581,744080,2026-05-17 05:04:50
SUB_E4A395F7,2026-05-21 15:11:00,2026-05-21 15:30:00,35653340,35241591,411749,2026-05-17 05:04:50
SUB_D3DFA2F0,2026-05-19 05:57:00,2026-05-19 08:57:00,116371100,110080933,6290167,2026-05-17 05:04:50
SUB_D52A65F4,2026-05-22 08:50:00,2026-05-22 09:02:00,43493707,43482034,11673,2026-05-17 05:04:50
SUB_3D53A8B1,2026-05-19 13:45:00,2026-05-19 16:44:00,9301067,7578744,1722323,2026-05-17 05:04:50
SUB_718397CA,2026-05-20 00:33:00,2026-05-20 00:43:00,14592270,8428797,6163473,2026-05-17 05:04:50
SUB_692D7D22,2026-05-23 08:02:00,2026-05-23 09:06:00,120246597,114360130,5886467,2026-05-17 05:04:50
SUB_D50EFA74,2026-05-20 08:08:00,2026-05-20 09:15:00,119886396,116428434,3457962,2026-05-17 05:04:50
SUB_CBB1AED0,2026-05-17 12:43:00,2026-05-17 15:29:00,80913377,77721132,3192245,2026-05-17 05:04:50
SUB_C93B82A3,2026-05-19 08:18:00,2026-05-19 08:40:00,54170009,44905214,9264795,2026-05-17 05:04:50
SUB_D2A0814D,2026-05-18 11:21:00,2026-05-18 13:54:00,29962972,29389710,573262,2026-05-17 05:04:50
SUB_F87FAA6D,2026-05-18 21:56:00,2026-05-18 22:33:00,66757036,66579366,177670,2026-05-17 05:04:50
SUB_21428928,2026-05-21 08:50:00,2026-05-21 11:09:00,120175144,114350931,5824213,2026-05-17 05:04:50
SUB_6331C875,2026-05-21 13:32:00,2026-05-21 15:22:00,113460033,109209665,4250368,2026-05-17 05:04:50
SUB_53694A69,2026-05-21 13:05:00,2026-05-21 13:24:00,48836876,46190743,2646133,2026-05-17 05:04:50
SUB_5DDC4B0B,2026-05-19 19:18:00,2026-05-19 19:55:00,118935975,117077500,1858475,2026-05-17 05:04:50
SUB_16D92688,2026-05-21 03:17:00,2026-05-21 05:15:00,65085133,56534189,8550944,2026-05-17 05:04:50
SUB_B286B60E,2026-05-19 18:32:00,2026-05-19 20:58:00,41578518,32040744,9537774,2026-05-17 05:04:50
SUB_277F8422,2026-05-20 01:26:00,2026-05-20 04:16:00,1853984,1501322,352662,2026-05-17 05:04:50
SUB_5487BF35,2026-05-16 15:26:00,2026-05-16 16:43:00,54329868,48132803,6197065,2026-05-17 05:04:50
SUB_908310A7,2026-05-18 12:53:00,2026-05-18 14:17:00,25592556,21344212,4248344,2026-05-17 05:04:50
SUB_A791FFC1,2026-05-17 15:03:00,2026-05-17 16:04:00,3792654,2730335,1062319,2026-05-17 05:04:50
SUB_B286B60E,2026-05-22 05:49:00,2026-05-22 05:51:00,112968539,107539811,5428728,2026-05-17 05:04:50
SUB_AEB8067D,2026-05-18 23:48:00,2026-05-19 02:38:00,76435625,75165400,1270225,2026-05-17 05:04:50
SUB_D7791E4A,2026-05-17 03:59:00,2026-05-17 05:10:00,102370425,97316493,5053932,2026-05-17 05:04:50
SUB_16D92688,2026-05-19 16:05:00,2026-05-19 17:37:00,68624684,68251099,373585,2026-05-17 05:04:50
SUB_53694A69,2026-05-16 18:15:00,2026-05-16 18:53:00,81821189,72405742,9415447,2026-05-17 05:04:50
SUB_AEDC4BD3,2026-05-21 22:32:00,2026-05-22 01:23:00,72838601,68394208,4444393,2026-05-17 05:04:50
SUB_E4A395F7,2026-05-18 05:57:00,2026-05-18 08:24:00,89618346,80592709,9025637,2026-05-17 05:04:50
SUB_C21209C3,2026-05-19 03:08:00,2026-05-19 03:17:00,111284668,108938552,2346116,2026-05-17 05:04:50
SUB_768345F6,2026-05-18 17:34:00,2026-05-18 19:35:00,22315256,15759735,6555521,2026-05-17 05:04:50
SUB_B355791F,2026-05-16 11:45:00,2026-05-16 14:37:00,64388457,61757947,2630510,2026-05-17 05:04:50
SUB_D7791E4A,2026-05-18 08:25:00,2026-05-18 10:26:00,23622678,19274794,4347884,2026-05-17 05:04:50
SUB_8DF944C3,2026-05-19 08:45:00,2026-05-19 09:53:00,86639542,85102567,1536975,2026-05-17 05:04:50
SUB_705A5661,2026-05-18 07:16:00,2026-05-18 09:37:00,39230770,31340494,7890276,2026-05-17 05:04:50
SUB_F0B7E67A,2026-05-21 00:34:00,2026-05-21 02:49:00,102198867,98776162,3422705,2026-05-17 05:04:50
SUB_A1B4C210,2026-05-19 19:13:00,2026-05-19 22:11:00,97882282,91373100,6509182,2026-05-17 05:04:50
SUB_B286B60E,2026-05-17 05:14:00,2026-05-17 07:14:00,81860072,80670449,1189623,2026-05-17 05:04:50
SUB_0B36B93D,2026-05-23 09:50:00,2026-05-23 11:35:00,74041096,70158736,3882360,2026-05-17 05:04:50
SUB_E34CBFAF,2026-05-18 15:14:00,2026-05-18 17:33:00,83962802,82521367,1441435,2026-05-17 05:04:50
SUB_DBCD12C2,2026-05-17 11:16:00,2026-05-17 13:18:00,14165515,12412839,1752676,2026-05-17 05:04:50
SUB_C814CE06,2026-05-19 03:23:00,2026-05-19 03:47:00,89324454,87563636,1760818,2026-05-17 05:04:50
SUB_105653E3,2026-05-22 08:36:00,2026-05-22 09:47:00,17965243,9610513,8354730,2026-05-17 05:04:50
SUB_3D53A8B1,2026-05-23 05:45:00,2026-05-23 06:37:00,45194912,37281948,7912964,2026-05-17 05:04:50
SUB_277F8422,2026-05-21 04:50:00,2026-05-21 06:26:00,94725049,87093727,7631322,2026-05-17 05:04:50
SUB_8BEBFAA0,2026-05-17 18:52:00,2026-05-17 18:56:00,12191733,6234191,5957542,2026-05-17 05:04:50
SUB_D2A0814D,2026-05-17 11:01:00,2026-05-17 13:35:00,98985772,97002928,1982844,2026-05-17 05:04:50
SUB_18E3D83F,2026-05-18 23:36:00,2026-05-19 00:20:00,11889204,6637172,5252032,2026-05-17 05:04:50
SUB_7834CF45,2026-05-20 04:12:00,2026-05-20 05:31:00,40858266,34467769,6390497,2026-05-17 05:04:50
SUB_718397CA,2026-05-19 02:13:00,2026-05-19 05:10:00,75623776,71037629,4586147,2026-05-17 05:04:50
SUB_18E3D83F,2026-05-20 17:33:00,2026-05-20 18:49:00,32662242,24650808,8011434,2026-05-17 05:04:50
SUB_AFBD0939,2026-05-20 02:16:00,2026-05-20 03:28:00,59702565,52847974,6854591,2026-05-17 05:04:50
SUB_53694A69,2026-05-17 05:38:00,2026-05-17 07:55:00,11347965,3624208,7723757,2026-05-17 05:04:50
SUB_3D53A8B1,2026-05-22 06:26:00,2026-05-22 06:49:00,123299312,117107825,6191487,2026-05-17 05:04:50
SUB_4FF7429D,2026-05-17 11:03:00,2026-05-17 14:03:00,53558266,53115560,442706,2026-05-17 05:04:50
SUB_86C7538C,2026-05-16 11:53:00,2026-05-16 14:42:00,116138500,113728036,2410464,2026-05-17 05:04:50
SUB_768345F6,2026-05-17 12:07:00,2026-05-17 14:17:00,75840050,70750218,5089832,2026-05-17 05:04:50
SUB_6704A0B6,2026-05-22 21:17:00,2026-05-22 23:30:00,99205849,93756377,5449472,2026-05-17 05:04:50
SUB_53694A69,2026-05-22 09:26:00,2026-05-22 10:33:00,104274724,100225580,4049144,2026-05-17 05:04:50
SUB_C814CE06,2026-05-17 06:54:00,2026-05-17 07:43:00,110844259,102064788,8779471,2026-05-17 05:04:50
SUB_7218933C,2026-05-20 14:14:00,2026-05-20 16:06:00,78665516,78414437,251079,2026-05-17 05:04:50
SUB_718397CA,2026-05-19 01:21:00,2026-05-19 01:38:00,94267673,92431525,1836148,2026-05-17 05:04:50
SUB_7834CF45,2026-05-16 20:05:00,2026-05-16 22:21:00,84416465,76479905,7936560,2026-05-17 05:04:50
SUB_0B36B93D,2026-05-17 08:19:00,2026-05-17 10:03:00,108588714,107676777,911937,2026-05-17 05:04:50
SUB_BE4DE22B,2026-05-22 21:32:00,2026-05-23 00:07:00,127149617,118023703,9125914,2026-05-17 05:04:50
SUB_CE050974,2026-05-18 03:13:00,2026-05-18 04:43:00,29031815,24373707,4658108,2026-05-17 05:04:50
SUB_768345F6,2026-05-19 05:13:00,2026-05-19 06:26:00,112934396,107315769,5618627,2026-05-17 05:04:50
SUB_ED407866,2026-05-21 13:43:00,2026-05-21 14:44:00,97572834,88589067,8983767,2026-05-17 05:04:50
SUB_7834CF45,2026-05-21 17:39:00,2026-05-21 17:40:00,76252490,66318799,9933691,2026-05-17 05:04:50
SUB_23C6D19A,2026-05-17 08:26:00,2026-05-17 09:29:00,14372990,13466290,906700,2026-05-17 05:04:50
SUB_8DF944C3,2026-05-18 03:13:00,2026-05-18 05:02:00,81413816,80216211,1197605,2026-05-17 05:04:50
SUB_E7D13122,2026-05-18 20:00:00,2026-05-18 21:37:00,70904088,63704393,7199695,2026-05-17 05:04:50
SUB_6FE9302A,2026-05-21 18:38:00,2026-05-21 18:54:00,42236758,40473021,1763737,2026-05-17 05:04:50
SUB_8362D113,2026-05-18 10:49:00,2026-05-18 12:33:00,22994962,18437839,4557123,2026-05-17 05:04:50
SUB_3D53A8B1,2026-05-17 06:44:00,2026-05-17 07:35:00,7231972,7183621,48351,2026-05-17 05:04:50
SUB_F9C262ED,2026-05-17 16:16:00,2026-05-17 16:58:00,34838394,33519304,1319090,2026-05-17 05:04:50
SUB_D6F9BD6E,2026-05-16 19:43:00,2026-05-16 20:56:00,117875544,110981400,6894144,2026-05-17 05:04:50
SUB_5DDC4B0B,2026-05-19 19:53:00,2026-05-19 20:10:00,117568311,115120085,2448226,2026-05-17 05:04:50
SUB_3D53A8B1,2026-05-22 12:42:00,2026-05-22 13:05:00,90351096,84942728,5408368,2026-05-17 05:04:50
SUB_734C7E29,2026-05-20 18:32:00,2026-05-20 20:53:00,90032847,88686460,1346387,2026-05-17 05:04:50
SUB_5487BF35,2026-05-18 11:07:00,2026-05-18 11:42:00,115048905,113508424,1540481,2026-05-17 05:04:50
SUB_ED407866,2026-05-22 21:49:00,2026-05-23 00:09:00,31708371,24995729,6712642,2026-05-17 05:04:50
SUB_BEA8BB8E,2026-05-21 17:35:00,2026-05-21 19:21:00,109163754,105724921,3438833,2026-05-17 05:04:50
SUB_E5E91216,2026-05-22 13:23:00,2026-05-22 16:03:00,79708748,76109960,3598788,2026-05-17 05:04:50
SUB_3A2C511E,2026-05-18 16:15:00,2026-05-18 19:01:00,7319413,4331999,2987414,2026-05-17 05:04:50
SUB_E7D13122,2026-05-18 04:43:00,2026-05-18 05:43:00,32341488,29379356,2962132,2026-05-17 05:04:50
SUB_A302D2B1,2026-05-17 13:27:00,2026-05-17 16:02:00,27529572,24702346,2827226,2026-05-17 05:04:50
SUB_7834CF45,2026-05-19 01:18:00,2026-05-19 02:43:00,102235788,100706170,1529618,2026-05-17 05:04:50
SUB_908310A7,2026-05-21 19:11:00,2026-05-21 20:15:00,46727782,38852931,7874851,2026-05-17 05:04:50
SUB_16D92688,2026-05-20 08:56:00,2026-05-20 11:20:00,42506270,36477491,6028779,2026-05-17 05:04:50
SUB_AFBD0939,2026-05-23 00:15:00,2026-05-23 03:12:00,9963477,2513307,7450170,2026-05-17 05:04:50
SUB_DBCD12C2,2026-05-19 21:59:00,2026-05-19 22:33:00,46193025,39586696,6606329,2026-05-17 05:04:50
SUB_5EEC9E8B,2026-05-23 04:16:00,2026-05-23 07:09:00,28340656,20331616,8009040,2026-05-17 05:04:50
SUB_D3DFA2F0,2026-05-18 20:13:00,2026-05-18 21:58:00,68340455,59860540,8479915,2026-05-17 05:04:50
SUB_F87FAA6D,2026-05-22 14:57:00,2026-05-22 15:59:00,58172343,53967946,4204397,2026-05-17 05:04:50
SUB_79C7CC4C,2026-05-22 11:34:00,2026-05-22 13:17:00,23788727,20128103,3660624,2026-05-17 05:04:50
SUB_3A16BB29,2026-05-23 09:39:00,2026-05-23 09:44:00,120249343,119930631,318712,2026-05-17 05:04:50
SUB_0B36B93D,2026-05-16 19:29:00,2026-05-16 20:50:00,72671294,71350140,1321154,2026-05-17 05:04:50
SUB_339381EB,2026-05-23 09:33:00,2026-05-23 12:22:00,23335249,21688336,1646913,2026-05-17 05:04:50
SUB_20CC0E16,2026-05-18 01:18:00,2026-05-18 02:03:00,82822493,77109738,5712755,2026-05-17 05:04:50
SUB_CE050974,2026-05-18 19:22:00,2026-05-18 21:36:00,26649724,18128123,8521601,2026-05-17 05:04:50
SUB_3D53A8B1,2026-05-20 04:51:00,2026-05-20 05:04:00,118602319,109889804,8712515,2026-05-17 05:04:50
SUB_308131EA,2026-05-23 09:37:00,2026-05-23 10:59:00,71281823,63772000,7509823,2026-05-17 05:04:50
SUB_A1B4C210,2026-05-23 07:56:00,2026-05-23 10:21:00,83235159,74444823,8790336,2026-05-17 05:04:50
SUB_E5E91216,2026-05-23 09:54:00,2026-05-23 11:21:00,121652560,115045109,6607451,2026-05-17 05:04:50
SUB_11633489,2026-05-23 10:35:00,2026-05-23 13:10:00,91454473,84107216,7347257,2026-05-17 05:04:50
SUB_692D7D22,2026-05-18 14:09:00,2026-05-18 14:50:00,70602214,66350025,4252189,2026-05-17 05:04:50
SUB_2EBB92AF,2026-05-17 01:44:00,2026-05-17 03:12:00,86233683,78945304,7288379,2026-05-17 05:04:50
SUB_E7D13122,2026-05-20 01:58:00,2026-05-20 02:49:00,63391664,58875496,4516168,2026-05-17 05:04:50
SUB_5ED67281,2026-05-19 02:51:00,2026-05-19 03:13:00,28021530,18852963,9168567,2026-05-17 05:04:50
SUB_A1B4C210,2026-05-22 12:37:00,2026-05-22 12:51:00,68180844,60856442,7324402,2026-05-17 05:04:50
SUB_4FF7429D,2026-05-22 00:31:00,2026-05-22 02:17:00,57704408,56423010,1281398,2026-05-17 05:04:50
SUB_7F6F4439,2026-05-17 07:51:00,2026-05-17 10:32:00,23695766,17757055,5938711,2026-05-17 05:04:50
SUB_D50EFA74,2026-05-23 05:42:00,2026-05-23 06:53:00,105737892,103591717,2146175,2026-05-17 05:04:50
SUB_1600888D,2026-05-22 00:18:00,2026-05-22 00:49:00,45253910,36002634,9251276,2026-05-17 05:04:50
SUB_80171029,2026-05-19 02:44:00,2026-05-19 03:17:00,84645998,82290772,2355226,2026-05-17 05:04:50
